"","purchaseId","customer","n_items","value","region","office","predictor","profit"
"7774",7774,27,4,585.439134805893,"Asia",3,17835.191329174,40.3291929450321
"7775",7775,5,6,890.318780743568,"NA",2,87028.5510585678,77.6467365726307
"7776",7776,19,11,1204.78286194513,"Asia",3,52846.3776788358,-228.453083816459
"7781",7781,85,7,747.469412075687,"Asia",1,16170.6032163778,48.4057783682176
"7782",7782,51,4,602.367277633268,"EU",3,22788.647544862,-1.14959031119372
"7784",7784,100,3,520.196691219382,"EU",3,16221.7241887199,72.4747089911896
"7785",7785,73,12,1441.83247182127,"Asia",4,97494.1656728263,-219.026674538586
"7786",7786,62,8,843.140744279835,"SA",3,29266.3375166722,-314.290329885059
"7788",7788,30,6,916.044703451593,"NA",3,77498.3267623291,124.467315908121
"7790",7790,36,8,715.019743678752,"Asia",4,72084.3904810126,-323.881698242961
"7791",7791,48,12,1858.82819691646,"Asia",3,39830.842442167,237.092646445816
"7793",7793,7,6,730.048426199944,"Asia",3,54249.6149366442,-104.288970071106
"7794",7794,30,6,689.416607476319,"Asia",2,35247.3509317883,-142.201670093809
"7795",7795,69,12,2105.97679556978,"SA",4,80409.3347887583,476.774990601753
"7797",7797,17,11,1295.85218362603,"Asia",1,96600.1174447727,4.73068832050762
"7798",7798,38,9,727.412571828527,"Asia",4,88233.8964485347,-451.090844704683
"7801",7801,32,5,463.65749853424,"NA",3,14773.8226369964,-247.505085758231
"7803",7803,54,4,758.843826414755,"NA",4,98866.2787208331,160.578507381738
"7805",7805,34,7,673.040456116597,"EU",2,23066.6912121812,-323.429851930428
"7806",7806,66,10,1532.54172167593,"NA",3,80912.9917944577,142.047325352061
"7810",7810,68,9,1251.36082441793,"Asia",4,35091.9947017059,-17.6637296969063
"7812",7812,41,10,922.126069298779,"Asia",1,44194.2368757441,-157.137200522817
"7813",7813,39,10,1118.78867894417,"SA",2,94885.9698925798,-181.278675004877
"7814",7814,39,8,1072.54747157467,"Asia",3,68654.2134253539,-43.4897057277574
"7817",7817,15,9,1453.57501658939,"Asia",2,57865.8310595497,192.764402949631
"7819",7819,70,11,916.130513274403,"EU",4,61532.7238019574,-572.804168586064
"7822",7822,74,11,1130.7019315359,"NA",3,49934.101832381,-381.343626248296
"7826",7826,55,4,771.284944110624,"NA",4,12843.3296172128,140.94316790861
"7828",7828,37,8,1252.90059981627,"EU",2,95061.3019539372,130.40700496771
"7830",7830,36,7,1127.6976799081,"Asia",3,17192.0492080331,89.3360328484437
"7831",7831,4,5,873.860483801729,"Asia",3,89927.3767159218,140.603003961405
"7832",7832,48,14,1245.91227834135,"EU",2,71788.1187081677,-597.93890859051
"7833",7833,10,6,792.423182323352,"NA",3,73608.0043084624,-94.990452277296
"7835",7835,5,6,764.50446828596,"Asia",4,15400.17972251,-68.4675395209487
"7836",7836,97,12,1420.03819902426,"EU",1,53334.4803095344,63.2588278905364
"7837",7837,14,9,1578.38145134234,"EU",3,11575.1124796767,325.589425220138
"7838",7838,47,11,1851.94090064018,"EU",2,30745.5149891276,369.089645039743
"7841",7841,21,13,1416.87588008704,"EU",2,66809.016197433,-268.024202724137
"7842",7842,55,5,491.677263489813,"NA",2,97103.1305870488,-237.901960305374
"7846",7846,15,9,1234.02670177183,"NA",4,82613.7496929117,-16.8589369164017
"7847",7847,81,6,894.024132387543,"EU",2,18150.5734871628,6.00359442697129
"7850",7850,5,6,815.665732843544,"Asia",4,56786.0008998408,52.3295115072382
"7851",7851,76,3,486.3075506914,"SA",3,96496.4348981702,-1.58135670447075
"7853",7853,83,6,1070.93876092724,"Asia",3,89219.6670421769,238.394567959085
"7854",7854,53,5,801.769474770817,"SA",2,1145.29459026642,26.8775469701393
"7855",7855,71,12,1048.33773250541,"EU",3,14609.2681517908,-590.826749686013
"7856",7856,52,4,468.639628324716,"Asia",2,57505.3266110667,-119.928861197186
"7857",7857,38,9,1512.346396511,"NA",1,96357.7299205649,476.476167660201
"7859",7859,91,9,1000.11653089586,"Asia",3,33570.9307168345,-284.182335781154
"7860",7860,11,8,722.440587909152,"Asia",4,50732.3850735237,-311.078958894819
"7863",7863,66,9,1572.84182677676,"EU",3,23853.7590202424,321.348087189185
"7864",7864,8,7,1036.67392100651,"EU",2,65592.3719287163,-4.10143809610963
"7865",7865,32,6,888.46008687866,"NA",3,85618.3925832775,105.747271219585
"7866",7866,21,11,895.781020038353,"SA",1,23590.5395550441,-358.167663962681
"7867",7867,12,9,1332.23958464938,"NA",4,34786.6548946146,62.5713180019943
"7868",7868,82,6,821.482301149233,"SA",3,80231.6286702007,-4.36764843175035
"7869",7869,14,9,1538.51101651489,"Asia",4,46682.0075649284,328.212236216953
"7870",7870,80,5,519.041814631767,"SA",2,20379.3755741164,-184.554688479688
"7871",7871,45,12,1574.23999415228,"SA",3,63144.8410736877,-77.5234116228839
"7872",7872,98,12,2028.8147039529,"NA",3,50075.6599812938,343.742991934672
"7874",7874,60,8,1210.87592914677,"NA",3,88144.0675126549,79.5707131091967
"7875",7875,49,12,2022.46479415714,"Asia",3,18377.6680792852,360.889020498663
"7878",7878,39,10,1133.07211229896,"NA",3,9181.13562960271,-182.345581582103
"7881",7881,96,11,1126.09818247828,"Asia",2,60276.8905464036,-326.288201380813
"7882",7882,6,5,556.932881091905,"Asia",2,38429.826506184,-216.527380412583
"7883",7883,38,8,920.387707898543,"EU",3,89765.9105586223,-243.281494700923
"7885",7885,15,8,809.636922067142,"Asia",3,28287.7510269627,-301.08687809232
"7886",7886,26,3,471.856868844937,"NA",1,44658.5095749325,234.298649850554
"7887",7887,66,10,1292.00127964207,"Asia",2,62708.5309620411,-69.9478893941284
"7889",7889,74,14,1111.03806611112,"Asia",3,49257.9625839042,-718.859406518335
"7890",7890,8,6,948.872209120722,"Asia",2,53531.1004691175,60.9976492133111
"7891",7891,47,13,1572.43171246194,"EU",2,56282.6000285712,-121.403889919797
"7893",7893,19,11,1352.31930933871,"Asia",3,31668.8596315761,-146.661874433392
"7895",7895,69,10,1586.94105397595,"NA",2,26999.5169173884,206.625731555978
"7896",7896,75,3,384.241167746763,"SA",3,62072.6993240425,-52.2986691632477
"7898",7898,97,12,1231.27870076116,"SA",3,57532.0982817756,-392.563489330135
"7901",7901,17,10,1043.30159213783,"Asia",2,82783.7176459946,-349.935086308812
"7902",7902,18,11,1848.77001326739,"NA",3,53924.2156663472,324.355269631372
"7903",7903,6,7,911.581104389652,"Asia",3,64263.7002206154,-27.796560826412
"7904",7904,65,9,888.343579608861,"NA",4,50059.7556187694,-363.041674603687
"7905",7905,67,9,1021.98176072335,"EU",4,99514.8527498539,-283.117625654567
"7907",7907,19,10,1469.99507840429,"EU",3,96217.733095052,115.41442954026
"7912",7912,41,9,1027.98152036699,"NA",3,49967.7963736528,-215.768027175676
"7914",7914,69,11,1260.29229150985,"NA",2,68101.0463165778,-280.672115789001
"7915",7915,54,4,333.602339008242,"Asia",3,35078.0943157745,-218.107964821624
"7916",7916,80,5,673.545994285397,"EU",1,68142.8986032314,204.223225229559
"7924",7924,68,11,1414.55012891266,"Asia",1,82824.1175728999,141.440859930783
"7926",7926,76,3,365.267113250451,"SA",3,16980.6516215375,-122.422893907897
"7929",7929,58,7,1177.95126227257,"NA",1,183.830504412996,427.909958767633
"7930",7930,46,12,2024.52522166487,"Asia",2,85547.3464896677,408.43834959138
"7931",7931,28,5,674.373431511113,"Asia",3,63661.8671976684,9.53849979651181
"7932",7932,8,6,527.381870545609,"Asia",1,45952.571773048,-96.5132931046045
"7934",7934,66,10,1537.18687127101,"NA",2,39386.0749816624,185.484885622253
"7935",7935,72,11,1679.30227090458,"Asia",2,72121.8032904805,135.804104774325
"7939",7939,13,8,1140.43806534218,"EU",1,90886.4173151236,212.971211113596
"7942",7942,11,8,1062.19547192497,"Asia",3,39680.2105547141,-52.3584695453585
"7943",7943,41,10,1121.54259862555,"EU",2,79947.6347958888,-262.296594910488
"7944",7944,16,10,931.766996095604,"SA",1,52335.8969874359,-168.68093742223
"7945",7945,45,11,1700.04523874378,"Asia",4,69414.4216932999,167.300880751006
"7947",7947,36,7,1206.71977392106,"Asia",4,87666.8515847395,208.739489517105
"7950",7950,58,6,491.203109385457,"Asia",1,87625.5437903842,-112.086564377429
"7952",7952,55,4,631.56506603257,"NA",3,29824.1285492254,53.7575081672006
"7953",7953,52,4,648.40632742821,"Asia",2,40199.198210686,35.2751400651593
"7960",7960,81,5,536.0291343742,"Asia",3,39897.2657062928,-205.692779305288
"7963",7963,4,3,344.333710358822,"SA",3,80217.9268635395,-163.395806733905
"7964",7964,71,12,1126.96462223533,"NA",2,93182.643548565,-454.054126141076
"7966",7966,37,7,643.880410435774,"Asia",1,23905.7569637171,-176.817130028084
"7968",7968,61,6,703.970125232463,"Asia",2,49488.1640137837,-180.066369810681
"7969",7969,52,4,538.024774272773,"Asia",2,1220.76039393805,-16.0847658930898
"7970",7970,62,8,1072.17392742236,"Asia",3,20337.1446387735,-44.3718108341538
"7973",7973,9,6,932.182927702495,"EU",3,32077.6089475045,107.010084009115
"7976",7976,23,13,1753.43384688494,"Asia",3,12543.8155005311,45.1241587310069
"7977",7977,27,4,450.879397960721,"NA",3,47427.5581262817,-135.726598032125
"7979",7979,2,3,490.603266452003,"NA",2,72929.2719579062,-31.4613229813486
"7980",7980,40,9,844.20807663153,"NA",3,94247.117120927,-351.383203227354
"7981",7981,20,11,1033.48718118662,"Asia",2,3891.63127495861,-393.47406924482
"7984",7984,12,8,765.016566435609,"EU",2,45045.868674136,-380.823114421017
"7985",7985,79,5,501.772130744883,"NA",1,69749.3179840143,11.0947424967119
"7988",7988,56,5,497.82098281401,"NA",2,34563.7690468174,-261.029496828392
"7989",7989,46,12,1183.30088259233,"Asia",1,8646.10971154226,-224.729739750302
"7990",7990,35,7,725.911752250239,"EU",3,31367.3393729981,-266.971694551072
"7994",7994,50,4,624.810023149687,"NA",1,63049.9543151823,235.728667130362
"7997",7997,75,3,428.848218940039,"EU",4,11100.7448569571,-78.6038596329292
"7999",7999,30,6,641.047937513804,"NA",2,58877.3853402275,-135.933197674101
"8000",8000,71,12,1299.84157385529,"EU",3,22693.3054440203,-280.480273736871
"8001",8001,89,9,1554.25496716402,"Asia",3,92039.425577326,295.649439247985
"8002",8002,81,5,844.150517773199,"Asia",2,85306.3830831335,108.135969805512
"8003",8003,33,8,788.543119001168,"NA",3,45681.4545618477,-253.461412599675
"8004",8004,93,11,1423.26415367719,"Asia",3,73958.7720164945,-0.590755037541157
"8006",8006,34,7,939.481142579252,"Asia",3,2303.80758904573,-76.6042129963943
"8007",8007,12,7,613.805429354233,"NA",3,3434.36305265757,-389.894471568756
"8008",8008,64,8,1322.02796599568,"EU",3,74786.3931154723,187.532791426985
"8009",8009,84,8,1162.01057887532,"EU",2,24049.614431941,19.5149794418155
"8010",8010,89,10,1251.5402515715,"EU",2,22726.4537933471,-28.0693501240139
"8011",8011,89,9,872.123674785354,"Asia",2,66429.5727952947,-301.51833760218
"8012",8012,29,5,566.548999605082,"EU",2,13642.8857307555,-156.283804347731
"8013",8013,22,11,1363.42292266302,"Asia",2,1965.20204059104,-185.305849125351
"8014",8014,23,12,1111.46643755225,"EU",2,81140.9136255844,-483.450168297919
"8020",8020,83,7,1130.67984078323,"NA",2,46134.4021891009,208.609660273262
"8022",8022,15,9,1052.96601566709,"Asia",3,99310.2592914803,-128.065874141383
"8023",8023,89,10,1082.37504077447,"SA",2,38470.909621215,-243.376059911735
"8026",8026,60,9,1241.0886484685,"NA",3,95452.3652119408,85.9397578877047
"8027",8027,79,6,707.576884801005,"SA",2,27329.1835581805,-136.900837701386
"8028",8028,81,6,650.974212775579,"Asia",1,93577.2497550433,-7.5536079291694
"8029",8029,85,7,1191.65626911148,"Asia",3,68887.5401097103,177.555715902537
"8030",8030,10,7,680.857639308061,"Asia",4,42870.1145630765,-235.303596895267
"8031",8031,76,2,470.256044857799,"EU",1,27670.0335715951,305.018230898013
"8032",8032,37,8,1206.26801007651,"EU",3,71565.6875275047,116.945254002365
"8033",8033,92,10,1409.97288382667,"Asia",3,63522.708786919,33.8084624974617
"8034",8034,84,7,1086.53140641785,"Asia",3,86051.5948560052,89.2846473134679
"8035",8035,87,8,1195.84827080882,"SA",2,21916.9090889648,92.6670363775613
"8037",8037,54,5,426.6293691961,"NA",3,73607.1009811645,-212.095886181954
"8038",8038,19,11,1076.28781493052,"Asia",1,12604.5433882554,-151.24359436786
"8039",8039,67,10,1050.47008660228,"SA",2,3608.55213653203,-282.383475813605
"8040",8040,50,3,452.398981332106,"Asia",4,34442.0008390525,62.387629892153
"8041",8041,97,12,1592.37453293966,"Asia",2,27934.4138954908,-42.7700339886007
"8042",8042,30,4,524.623720672323,"SA",3,17912.9112834635,-108.788690148095
"8043",8043,62,8,794.38206581796,"Asia",2,55958.933885688,-353.21090064542
"8044",8044,44,11,1137.71977655771,"Asia",3,27835.7804171692,-383.127860551665
"8045",8045,19,10,1590.45370338045,"EU",3,8492.4471211913,186.042936814415
"8048",8048,89,9,1569.94060296053,"NA",3,67340.1032657514,326.910718150602
"8049",8049,98,13,1995.39382831067,"Asia",1,28907.4334368976,464.241357244857
"8051",8051,44,11,1389.95296596957,"Asia",1,15557.805493162,74.5954688391523
"8052",8052,41,8,1255.36197395845,"SA",2,80699.04252604,202.293390277823
"8054",8054,12,9,986.707284364204,"Asia",2,57963.1721544585,-166.997952948581
"8055",8055,38,9,952.172963699362,"Asia",3,79030.9612667458,-234.325383547572
"8056",8056,27,4,603.840720475816,"NA",2,69222.1486013441,64.1805368679729
"8057",8057,85,10,858.059670248732,"EU",4,99581.1645124995,-441.062941855479
"8060",8060,49,14,2070.62099197242,"Asia",2,57813.7465039417,183.28531202194
"8062",8062,18,10,1604.67876233923,"EU",1,49764.607941031,457.841118861551
"8063",8063,86,7,1071.75681778919,"Asia",1,50290.0414721961,256.451069291872
"8065",8065,70,11,1057.57442705838,"Asia",4,39537.9402538331,-366.318722604282
"8066",8066,39,10,1431.17055231744,"SA",3,95181.9385229582,44.8538824021819
"8067",8067,34,7,871.934423852351,"Asia",2,691.462448243285,-143.434594403002
"8068",8068,61,7,626.179560894248,"Asia",2,99892.0155986433,-343.130567574198
"8072",8072,11,9,795.904793195507,"Asia",1,24380.1019555244,-142.701411949473
"8074",8074,68,11,1882.67496846434,"Asia",3,94301.6138710133,411.252991871614
"8075",8075,61,9,1048.18153134323,"EU",3,21609.5063997167,-168.198421741803
"8078",8078,5,5,479.175954795321,"Asia",1,16014.2604927232,-87.8248933588962
"8079",8079,86,7,1098.87608498135,"EU",3,60154.2336096761,96.3940989489109
"8082",8082,38,9,1267.88759082903,"NA",3,59519.0587337895,107.329758224087
"8083",8083,94,11,1615.21427642557,"EU",3,13022.820434656,85.7994084184907
"8087",8087,75,3,610.905718235141,"Asia",3,5078.83163254266,126.111045875163
"8088",8088,76,3,286.811326150242,"Asia",3,10353.6675472087,-149.322569606251
"8089",8089,53,4,666.716417406441,"SA",3,58454.2358723888,42.2842849192981
"8090",8090,100,2,269.415604440393,"EU",4,36569.1338321089,-89.6700188513124
"8093",8093,8,6,520.828457207736,"Asia",3,52239.3907217346,-344.975650872965
"8094",8094,34,6,827.040208272377,"Asia",1,19749.2932122743,174.851581476478
"8096",8096,43,11,1825.93022692736,"Asia",2,86756.0257948476,338.884422047086
"8099",8099,28,5,525.314269312243,"Asia",3,32395.6660234428,-188.110754466941
"8102",8102,92,11,964.011561893568,"Asia",2,76243.5352737894,-542.857523512176
"8103",8103,13,9,1451.44272498911,"Asia",2,36055.2856516528,232.765756442742
"8104",8104,76,3,493.768481040727,"Asia",3,97670.4997806873,45.3466950003216
"8105",8105,100,4,725.914457459929,"Asia",2,44471.5818252889,115.575913214792
"8106",8106,62,8,1287.25230372555,"NA",2,60077.6015922558,220.573709594163
"8107",8107,80,5,691.513859351176,"Asia",4,40250.6772264114,2.84349986093787
"8108",8108,93,11,1460.1401580062,"SA",3,70060.6462517905,-10.2349309610725
"8109",8109,74,13,1077.2937877352,"SA",2,80048.6101545375,-607.88839967362
"8110",8110,68,10,1558.06178757014,"EU",4,22466.1264516336,144.965104629476
"8112",8112,59,7,1278.42483701139,"NA",1,26978.3021833648,444.580848792532
"8113",8113,13,9,1474.42255969926,"SA",3,88543.414755553,294.803200737811
"8116",8116,62,8,1373.14062020099,"Asia",2,40353.4452932398,301.134119562504
"8118",8118,11,9,778.698658681076,"NA",2,80765.56721018,-417.012121715944
"8120",8120,51,3,495.972229911336,"NA",3,65856.5304137932,17.3580991617884
"8122",8122,30,5,602.590957248743,"Asia",2,79723.2696733901,-86.970269271798
"8124",8124,8,6,1048.50687598594,"Asia",4,55427.6178540043,225.220610726423
"8125",8125,21,13,2024.37340933087,"NA",4,4120.64055401506,357.788751123072
"8126",8126,28,3,566.364089751064,"NA",2,16827.7595066477,57.9159176683721
"8127",8127,69,11,1318.94920293563,"EU",4,24954.9141116166,-206.242587169476
"8130",8130,29,6,948.706990110175,"SA",1,87347.2702283864,363.750144267201
"8133",8133,55,5,811.53621541166,"NA",2,76886.6803518499,34.8603254180198
"8134",8134,96,12,1003.49748656788,"NA",3,11216.7674905357,-545.996554505267
"8136",8136,84,6,1146.11959217501,"NA",3,17826.047649008,258.000494144552
"8137",8137,92,10,1079.41543240758,"Asia",1,23062.633666564,-127.37612551798
"8138",8138,3,5,762.878563898526,"NA",4,1730.43056340655,100.504266882021
"8139",8139,43,10,1456.70592817292,"Asia",3,37245.8845575904,95.3897511319365
"8140",8140,2,4,684.903458958472,"NA",3,64769.3747302329,138.217049909519
"8141",8141,59,7,659.593678117254,"Asia",2,44364.775188351,-308.657629163726
"8145",8145,18,11,1056.78151378097,"EU",3,18744.9050844661,-381.727898915875
"8146",8146,75,3,633.989519343752,"Asia",4,63194.5022357753,118.329752369638
"8147",8147,100,3,411.551018639188,"Asia",3,61143.0561401588,-57.6330134728449
"8148",8148,43,10,1191.13031091285,"SA",1,77698.9626981297,44.6761404628751
"8149",8149,90,9,946.522470369473,"NA",3,25234.0024563039,-254.581998110081
"8150",8150,84,7,987.389948936619,"SA",1,2934.55856396095,162.85136848707
"8154",8154,6,6,537.079328084845,"Asia",2,72955.3363893244,-261.459643218098
"8159",8159,14,8,805.468594156685,"Asia",2,96131.4340459784,-290.944777251425
"8160",8160,57,5,838.184251508848,"EU",3,99473.7585056294,70.6702772854325
"8162",8162,77,4,490.24464813386,"EU",1,83970.3930921417,151.508461978068
"8163",8163,3,5,745.600255629812,"Asia",2,8738.71314604185,85.9937705192758
"8165",8165,21,12,1024.1771565536,"Asia",1,13680.7907858477,-407.781501669176
"8167",8167,20,11,1091.98323482524,"EU",1,76259.351301251,-145.270572259603
"8168",8168,12,9,1055.49005848628,"NA",4,1991.71706464794,-171.54717079533
"8170",8170,32,5,695.009054000237,"Asia",1,9285.68562465976,205.94804507598
"8172",8172,47,12,1493.2395636372,"Asia",2,90348.0996703408,-78.9998764833281
"8173",8173,14,9,775.88283754841,"Asia",1,78782.3426049,-299.847636795632
"8174",8174,20,12,1731.26025720673,"SA",4,77782.9723230957,157.521356600883
"8176",8176,98,13,1396.49479232927,"EU",2,35888.9900530223,-397.726625222309
"8177",8177,89,9,1363.29524694088,"Asia",3,55847.3611832864,119.530366162947
"8178",8178,20,12,1267.75896246098,"SA",3,21852.2250989203,-343.67204561779
"8179",8179,67,10,923.955690506319,"EU",3,44010.6079075208,-448.783337847578
"8180",8180,60,7,996.741455017875,"SA",2,79777.5566218814,0.931269092615366
"8182",8182,51,4,784.061529955241,"Asia",4,80955.6568847601,145.927436037602
"8184",8184,81,5,460.107505561856,"Asia",3,60050.8864988275,-257.938698306185
"8187",8187,13,8,1038.06120894537,"EU",2,62933.3678645552,-54.431113797071
"8188",8188,46,12,1789.16518487118,"EU",3,90822.8471757397,150.74753422555
"8189",8189,27,4,718.647912022249,"NA",3,16753.0047606512,148.260001554939
"8190",8190,50,4,377.491487865737,"Asia",2,91555.8310383176,-157.936702704656
"8191",8191,25,3,483.599316973864,"EU",2,28387.2351901,-29.1040375033096
"8192",8192,75,3,465.444956454887,"Asia",2,26404.1656950437,-2.83966129667624
"8193",8193,62,9,910.80005922263,"SA",1,26354.9434143305,-138.903860075144
"8194",8194,26,5,631.771854268911,"EU",1,75599.593154557,168.84236503612
"8195",8195,44,12,1738.35804303293,"Asia",2,41385.1135189491,153.902996517222
"8196",8196,20,13,1128.17112198447,"NA",2,22395.800239892,-586.772046467513
"8197",8197,26,3,496.757905179719,"Asia",4,87719.8022383978,77.6689075841313
"8198",8198,35,8,783.73069213106,"EU",2,48000.6253738473,-261.931576621077
"8199",8199,9,7,709.543641243309,"NA",2,64689.3219992034,-247.526443989229
"8201",8201,22,12,1145.27529088829,"EU",2,41505.9539291603,-506.373245536991
"8202",8202,6,6,832.615498504134,"EU",2,33093.243102035,-13.9964162717083
"8203",8203,88,8,888.155750269704,"NA",3,20356.2936501349,-235.161796634575
"8204",8204,49,14,2166.88792167522,"Asia",1,84660.6592219351,531.482255719613
"8205",8205,99,15,1255.29346063453,"Asia",3,40366.5856577014,-690.544261317212
"8206",8206,87,9,1278.50348504575,"SA",3,66134.4975038795,53.0384490147055
"8207",8207,54,5,724.869548115902,"SA",1,41879.9834676131,214.208024774448
"8209",8209,3,5,827.63166382385,"Asia",2,58661.049791123,139.362535621131
"8213",8213,46,13,1303.44663887591,"Asia",3,2098.76924232719,-494.300240621921
"8215",8215,1,4,641.037534927984,"Asia",1,42429.154241336,310.239254647207
"8216",8216,74,14,2184.89677713204,"NA",3,18971.8784894503,318.231453397951
"8217",8217,92,9,1077.74020840735,"Asia",2,32070.004960988,-176.726761129422
"8219",8219,54,5,656.467076770943,"EU",2,28741.0028444098,-44.6893238943842
"8223",8223,72,12,1149.15947912479,"Asia",2,2394.37736134208,-445.363713178323
"8224",8224,29,5,563.068794257476,"NA",3,7451.23982627084,-178.069840160941
"8225",8225,71,11,1859.2825632845,"Asia",2,51855.97990182,399.152965889676
"8226",8226,79,4,618.915158356402,"Asia",3,98149.7129098917,18.6828123450232
"8227",8227,79,5,746.851704902372,"Asia",1,37172.3054316065,298.671552877567
"8228",8228,52,4,343.868598790995,"EU",3,51126.1422482673,-176.933307608955
"8229",8229,80,5,804.717697251985,"NA",3,92738.8663767341,68.8815402529307
"8232",8232,56,6,852.89535717577,"EU",3,70233.4314740547,52.2458820714534
"8233",8233,12,8,969.143963761495,"Asia",3,98975.9528713028,-125.771723919773
"8234",8234,92,10,1760.64800475562,"Asia",4,36818.9760766004,362.677558383682
"8235",8235,89,9,1201.97044912804,"EU",1,58459.5657781838,212.382545545892
"8236",8236,79,5,484.402807593762,"NA",3,9834.40552635002,-187.439213429661
"8237",8237,46,12,1534.87400121926,"NA",2,41344.4194833159,-50.9902979236488
"8238",8238,78,5,493.607296172769,"NA",2,92945.5692829276,-246.59699836324
"8239",8239,7,8,622.074058206726,"NA",3,89357.990740133,-406.303035200135
"8240",8240,67,10,1621.2092725729,"NA",4,51028.1876507476,201.396703632159
"8241",8241,18,10,1305.675494092,"Asia",3,91998.4302618527,-42.2844885218203
"8242",8242,9,7,720.432164192547,"NA",1,90418.9504209941,-27.7054560309728
"8244",8244,41,9,1109.83887553002,"Asia",3,98162.9642170456,-109.824774441327
"8246",8246,91,10,1040.62067372966,"EU",2,59936.1214873942,-338.742149347005
"8247",8247,60,7,993.706296866425,"Asia",4,26291.944006996,6.02414456407291
"8248",8248,75,3,346.209012059183,"SA",3,54375.268676467,-119.744087021168
"8249",8249,95,10,1581.88043790901,"NA",3,67033.8867203558,248.519381026504
"8250",8250,36,8,716.841748016599,"Asia",3,72048.8089360935,-358.738433135628
"8251",8251,36,8,1226.29611750591,"EU",2,48103.2198206009,199.353635865834
"8255",8255,74,13,1840.80623023159,"Asia",2,38184.69230634,136.754869876533
"8256",8256,70,11,1734.48391225993,"SA",2,57464.2048465353,275.979454150883
"8257",8257,64,9,1344.54537206996,"Asia",2,8153.77361015137,88.4861136000272
"8258",8258,87,8,1167.61194142487,"EU",3,86216.4891774198,58.632634179392
"8259",8259,46,12,1128.78419693358,"Asia",4,30921.913031644,-435.835713050213
"8261",8261,10,9,1485.86475284906,"Asia",2,87975.4541547108,299.590396611309
"8262",8262,70,11,1076.34334905656,"Asia",4,66052.2090156691,-413.055989972194
"8263",8263,21,11,1572.14905105806,"Asia",1,71963.6308389441,228.483069501728
"8267",8267,83,6,992.827067633562,"SA",1,60893.1770622279,352.705127402112
"8268",8268,2,4,528.657184254202,"EU",3,53385.2870800649,6.63870277847525
"8270",8270,42,10,1501.99271690936,"Asia",4,28844.4497221916,172.203357120442
"8271",8271,70,12,1508.62772533959,"Asia",3,48397.9408870172,-71.3142699020898
"8275",8275,40,9,1194.93977425384,"NA",3,17769.2950486571,-54.0955173558445
"8277",8277,69,12,1841.01518497025,"Asia",3,14082.0592115899,279.420760231094
"8278",8278,23,13,1614.47520614621,"Asia",1,12824.5675199458,99.2125097049461
"8280",8280,58,7,872.537126951838,"Asia",3,81056.8798097565,-29.2456796134996
"8282",8282,52,4,673.020399633574,"NA",1,38777.3283547196,329.706799515533
"8283",8283,31,6,731.443455411865,"NA",2,94422.5981691233,-65.6121574300471
"8284",8284,20,12,1663.11943094619,"NA",4,15275.4014870015,58.0999784390438
"8285",8285,69,11,931.204343096281,"Asia",3,39819.9823050946,-570.323007324544
"8286",8286,12,7,778.401071725349,"SA",2,26500.9348471959,-199.970207188467
"8287",8287,93,11,1613.7666927125,"Asia",4,66911.6267093404,183.301992687872
"8288",8288,71,11,1374.70783459807,"Asia",3,37468.4398124625,-101.988597406599
"8290",8290,42,10,898.62595568444,"EU",3,4742.51727769081,-494.86784321025
"8292",8292,25,2,345.13327834611,"Asia",2,27805.4897327365,-33.43213300146
"8294",8294,88,8,1144.86819899344,"Asia",2,46591.5965116946,48.139483076277
"8296",8296,30,7,1111.70915445623,"EU",4,96502.0411711754,208.231918586905
"8297",8297,41,10,993.462046634749,"EU",2,20568.2426672126,-296.07451522605
"8298",8298,71,13,1101.27510332844,"EU",3,73530.6477293246,-617.710256569491
"8302",8302,92,11,1682.97835450851,"Asia",2,75721.8370305703,160.990428918144
"8304",8304,16,9,810.423614138312,"Asia",4,50674.4339661368,-410.069432084009
"8305",8305,30,5,823.010280387634,"SA",4,84050.8895473746,156.097070331247
"8307",8307,59,6,999.517125005936,"Asia",4,16626.8580767191,103.668127913335
"8308",8308,77,4,620.944254430855,"SA",2,27359.4511693271,88.5616782612161
"8309",8309,84,6,701.237843764742,"EU",3,5671.90861118585,-173.378609890367
"8312",8312,8,8,700.654598839153,"Asia",3,49437.4736574108,-345.801388835203
"8313",8313,96,12,1852.67477010192,"EU",2,53868.5060437177,293.845343195235
"8316",8316,66,10,811.813242541962,"EU",4,40371.9745389086,-510.378728443835
"8318",8318,92,10,1082.00911695611,"Asia",2,80398.3028011064,-209.871012061912
"8319",8319,71,11,1152.35036958361,"EU",3,6799.66573455837,-325.216688039892
"8320",8320,96,12,1897.43037997284,"EU",4,77460.8570729038,328.512855798453
"8321",8321,15,9,1467.16307313987,"Asia",2,78068.6226078914,276.861145695372
"8323",8323,55,6,841.957542142458,"NA",3,80242.9845918878,36.248078376811
"8325",8325,72,12,1620.10631819826,"Asia",2,43141.7507253089,-7.46386892090732
"8327",8327,7,7,742.194218729086,"Asia",2,10912.4434901015,-255.503709397842
"8330",8330,28,3,356.65573305365,"SA",3,4704.67352629406,-138.038226869164
"8332",8332,22,12,1184.96680975888,"NA",3,95492.5534979075,-412.53558575913
"8333",8333,70,11,960.97578400246,"Asia",2,12403.9357876608,-537.431344672838
"8334",8334,99,13,1872.45912367307,"EU",2,4330.88014560146,117.711613841739
"8336",8336,6,6,849.490236745772,"EU",3,89879.9238372738,12.1318367003794
